"","Reservoir","GTT.V..CTC.L.","brCpA","TAC.Bias","TGG.W..GTG.V.","CCG.P..TCT.S.","AGT.S..CGG.R.","TTG.Bias","AGG.Bias","TCA.Bias","UpU","NonBrApA","CGC.R..GTA.V.","brCpC","R.Bias","NonBrCpU","CAA.Bias","GGG.Bias","ACA.T..ATT.I.","brApA","GAA.Bias","TGG.W..TGA.X.","AGA.Bias","CpA","CTC.Bias","brUpU","ApC","NonBrUpG","ACA.Bias","TCT.Bias","TAA.X..AAA.K.","brUpG","UpA","NonBrCpC","GCG.Bias","NonBrApG","NonBrGpU","GpU","GTT.Bias","CpU","brUpC","brUpA","brApC","GpG","I.Bias","TTA.Bias","UpG","GGC.Bias","D.Bias","H.Bias","CGT.Bias","CpC","Y.Bias","X.Bias","ApG","GpA","GTG.Bias","ACT.Bias","T.Bias","brApG","brCpU","F.Bias","V.Bias","CCA.Bias","ATT.Bias","CTT.Bias","S.Bias","brGpC","GpC","N.Bias","W.Bias","brGpA","NonBrGpC","ApA","NonBrCpA","CTA.Bias","CTG.Bias","NonBrGpG","G.Bias","GCA.Bias","AGC.Bias","NonBrCpG","ATA.Bias","CpG","C.Bias","NonBrUpC","K.Bias","GGA.Bias","brApU","P.Bias","E.Bias","Q.Bias","M.Bias","NonBrUpU","CGA.Bias","NonBrUpA","AGT.Bias","UpC","ApU","brGpU","L.Bias","Artiodactyl","Carnivore","Fish","Galloanserae","Insect","Neoaves","Plant","Primate","Pterobat","Rodent","Vespbat"
"11","Rodent",0.954110706,1.698113208,0.578947368,-9999,-9999,-9999,0.263565891,0.423076923,0.369565217,1.067112248,1.089136787,-9999,0.953297437,0.049665712,1.22680143,0.428571429,0.196721311,0.044750775,1.063264221,0.615384615,1.131950752,0.442307692,1.445751882,0.201550388,0.871233321,0.981422811,1.090625,0.593220339,0.130434783,1.131950752,2.107276569,0.480133524,0.934819081,0.0625,1.053654661,1.028745567,0.902983358,0.424657534,1.189313105,1.142732698,0.667976424,0.880503145,1.109508552,0.063992359,0.07751938,1.429293658,0.229508197,0.054441261,0.028653295,0.038461538,0.947255389,0.018147087,0.00191,1.040453282,1.109816834,0.232876712,0.169491525,0.05635148,0.918238994,1.220206101,0.039159503,0.069723018,0.4,0.402985075,0.201550388,0.087870105,0.762637949,0.837082132,0.044890162,0.017191977,1.119496855,0.829635499,1.079249845,1.31300364,0.108527132,0.147286822,1.054270833,0.0582617,0.333333333,0.097826087,0.207408875,0.28358209,0.242131195,0.023877746,1.279756887,0.069723018,0.278688525,0.654878847,0.038204394,0.049665712,0.033428844,0.025787966,1.244171571,0.019230769,0.418866075,0.25,1.201088482,0.889427676,0.650776587,0.123209169,0,0,0,0,0,0,0,0,0,1,0
"12","Rodent",-9999,1.929781935,0.666666667,1.165469531,-9999,-9999,0.232,0.377777778,0.227848101,1.055880792,1.107366228,-9999,1.009748203,0.042412818,1.272685232,0.52173913,0.25,0.097463033,0.922785348,0.56097561,1.165469531,0.422222222,1.394985911,0.224,0.949487758,1.065348829,1.214208729,0.439393939,0.227848101,1.165469531,1.918320977,0.559130339,0.847745028,0.049180328,0.983410597,0.867291949,0.815491506,0.309090909,1.207959316,1.016990135,0.732714781,0.743323412,1.183894698,0.058435438,0.104,1.449150446,0.263888889,0.059377945,0.025447691,0.066666667,0.931820567,0.031102733,0.00189,0.988648754,1.067186271,0.363636364,0.196969697,0.062205467,0.937219979,1.144113902,0.031102733,0.051837889,0.351351351,0.516129032,0.152,0.074458058,0.580731398,0.932173663,0.053722903,0.013195099,1.184541918,1.062010255,1.022826892,1.124358771,0.144,0.144,1.126095316,0.067860509,0.393442623,0.189873418,0.186317589,0.177419355,0.323153537,0.026390198,1.101854999,0.064090481,0.222222222,0.644789007,0.034872762,0.03864279,0.043355325,0.034872762,1.196586172,0.022222222,0.520680447,0.202531646,1.054115441,0.931883898,0.711101742,0.117813384,0,0,0,0,0,0,0,0,0,1,0
"13","Rodent",-9999,1.685951744,0.454545455,1.134378058,-9999,-9999,0.185185185,0.367346939,0.223684211,1.025055392,1.088074048,-9999,0.995118323,0.045923149,1.385015396,0.636363636,0.274193548,-9999,0.954929318,0.586956522,1.134378058,0.530612245,1.296281044,0.177777778,0.952141947,1.025628958,1.193728667,0.38028169,0.276315789,1.134378058,2.113005864,0.63721833,1.017618945,0.016949153,0.951377881,0.953324977,0.818436561,0.333333333,1.275350891,0.976177094,0.803394625,0.857263598,1.114238747,0.051546392,0.148148148,1.509683656,0.225806452,0.054358013,0.023430178,0.020408163,1.018255155,0.030927835,0.00187,1.014511029,1.088630556,0.272727273,0.281690141,0.066541706,1.041922062,1.141943015,0.031865042,0.06185567,0.386363636,0.454545455,0.148148148,0.071227741,0.830796625,0.973145793,0.059044049,0.012183693,1.105453895,0.99279897,1.035048937,1.103285846,0.17037037,0.17037037,1.097070042,0.058106842,0.423728814,0.144736842,0.141828424,0.309090909,0.236528491,0.027179007,1.019643236,0.06185567,0.241935484,0.673814847,0.041237113,0.043111528,0.041237113,0.033739456,1.140298974,0.06122449,0.594106644,0.223684211,0.980603129,0.920858197,0.540536384,0.126522962,0,0,0,0,0,0,0,0,0,1,0
"14","Neoaves",0.840031199,1.503118414,0.598290598,-9999,1.555725238,-9999,0.213043478,0.230337079,0.202764977,0.964374484,1.076151819,0.541433061,1.000282261,0.057754705,1.067459647,0.396226415,0.26519337,-0.506870751,0.840298735,0.5,0.594891067,0.275280899,1.18454292,0.104347826,0.797780683,1.037082721,1.054298687,0.301369863,0.175115207,0.594891067,1.55788675,0.865734172,1.052990416,0.2,0.920584941,1.135398586,1.036811487,0.22983871,1.004657094,0.895888907,1.324099775,0.872439359,0.981252392,0.05743024,0.104347826,1.254989444,0.248618785,0.049643089,0.030175211,0.168539326,1.013802759,0.037962362,0.000649,0.997126623,0.970640447,0.314516129,0.283105023,0.071057755,1.055764568,0.973231835,0.030499676,0.080467229,0.353846154,0.367231638,0.126086957,0.070408825,0.787992905,1.018809743,0.036340039,0.011031798,0.879803807,1.094366774,0.973974135,1.081410899,0.130434783,0.32173913,0.823463742,0.058728099,0.268,0.202764977,0.642345715,0.288135593,0.782615097,0.028552888,0.977292756,0.054834523,0.20441989,0.742647265,0.063270604,0.053861129,0.034393251,0.017196626,1.098533679,0.06741573,0.707006136,0.175115207,0.921258918,0.992594229,0.789469637,0.074626866,0,0,0,0,0,0.821856532941133,0,0,0,0.178143467058867,0
"15","Primate",-9999,1.594925205,0.723809524,-0.248766656,-9999,-9999,0.225296443,0.195767196,0.212871287,1.004485588,1.017411825,-9999,0.979216597,0.059677929,0.965341172,0.368932039,0.172043011,-0.14582892,0.725088713,0.472049689,0.588143813,0.28042328,1.249085579,0.154150198,0.972862146,1.122558654,1.305217699,0.393700787,0.113861386,0.588143813,1.373118861,0.737511957,0.95085318,0.225092251,0.882398184,1.156897506,1.093844482,0.133587786,0.944875277,0.696080348,0.990641122,0.931141305,0.912346282,0.046416167,0.086956522,1.323294681,0.268817204,0.04862646,0.029996842,0.121693122,0.947990407,0.033154405,0.000632,1.000853181,1.048160864,0.427480916,0.173228346,0.080202084,1.096773372,1.075760538,0.030944111,0.082728134,0.376811594,0.244897959,0.083003953,0.06378276,0.700651125,0.96489051,0.035996211,0.012946006,1.022082712,1.050078386,0.908796588,1.109819415,0.154150198,0.296442688,0.718901215,0.05873066,0.3099631,0.202970297,0.685435782,0.25170068,0.835622882,0.025892011,1.130659538,0.053362804,0.317204301,0.868507285,0.065361541,0.050836754,0.032522892,0.022734449,1.149729462,0.111111111,0.691980911,0.148514851,0.948812257,0.960656601,0.977372814,0.079886328,0,0.196251129177958,0,0,0,0.602300590105468,0,0.201448280716573,0,0,0
"16","Primate",-9999,1.819023329,0.567567568,-9999,-9999,-9999,0.165662651,0.29296875,0.21875,1.025509714,1.019138292,-9999,1.206423556,0.07491952,1.28150315,0.311111111,0.250746269,-0.221875856,0.951214079,0.3632287,0.464613445,0.234375,1.330183327,0.225903614,0.990021211,1.072166116,1.295606217,0.337837838,0.114583333,0.464613445,1.723817713,0.443321289,0.999610212,0.166077739,0.975771438,1.008185043,0.882985026,0.174496644,1.218563931,0.920489512,0.533377823,0.765352755,1.067932469,0.03745976,0.015060241,1.391549023,0.220895522,0.045654083,0.023705004,0.0859375,1.087783712,0.021656424,0.000293,1.010606224,1.134405487,0.506711409,0.175675676,0.064969271,0.992537313,1.297382856,0.02809482,0.087211004,0.392857143,0.3359375,0.171686747,0.05618964,0.687476866,0.871121511,0.026338894,0.028680129,1.07960199,0.913798899,0.980744342,1.08775023,0.090361446,0.331325301,0.896689739,0.098039216,0.25795053,0.223958333,0.505253819,0.2109375,0.546095811,0.019900498,1.138096845,0.043898156,0.343283582,0.63566946,0.040971613,0.065261926,0.026338894,0.030436055,1.20314735,0.1328125,0.451089109,0.203125,1.017165218,0.923748765,0.688564058,0.097161253,0.202816582452267,0,0,0,0,0.189469661585495,0,0,0,0.607713755962238,0
"17","Carnivore",-9999,2.319784573,0.712328767,-0.374693449,-9999,-9999,0.118811881,0.339393939,0.09202454,1.021836863,1.347430569,-9999,0.971192944,0.06392871,1.027266076,0.395604396,0.252336449,-9999,0.728286944,0.222929936,0.633076759,0.090909091,1.158350042,0.45049505,0.928564902,0.915437815,0.915673659,0.133333333,0.165644172,0.633076759,1.799822941,0.602482445,1.032860781,0.192913386,1.214468904,0.993965459,0.908082846,0.165775401,1.07253563,0.514046638,1.05162754,0.447436194,1.06256673,0.044168927,0.01980198,1.207750185,0.397196262,0.056954669,0.02130957,0.103030303,1.054200718,0.028283611,0.00116,1.036915056,1.055654485,0.363636364,0.177777778,0.052305308,0.709208796,1.281496548,0.036032546,0.072452538,0.169590643,0.236842105,0.148514851,0.063153816,0.711165908,0.958584172,0.039132119,0.015110422,1.112611965,0.997140166,1.063291983,0.722434051,0.054455446,0.207920792,0.894446351,0.082913599,0.125984252,0.190184049,0.521028195,0.201754386,0.777351852,0.012785742,1.375158102,0.046881054,0.051401869,0.42844085,0.06625339,0.060829136,0.035257652,0.024409144,1.193892026,0.036363636,0.533811627,0.09202454,1.07253563,1.004137408,0.73909079,0.078264239,0.400861183296066,0.209896053665317,0,0,0,0,0,0.195920710702846,0,0.193322052335771,0
"18","Primate",-0.068877949,2.3486123,0.741573034,1.239690887,-9999,2.607308631,0.069868996,0.057142857,0.084677419,0.828680715,1.63759254,1.99997737,0.984007971,0.044303797,1.228759768,0.381578947,0.110465116,2.234916679,0.719641054,0.366666667,0.608607824,0.019047619,1.096644588,0.493449782,0.75039545,1.060981349,0.668983877,0.096969697,0.383064516,0.608607824,2.36262372,0.563738714,0.91040515,0.095022624,0.823983181,1.019216613,0.881608634,0.289473684,1.239513829,0.84131493,0.849184976,0.531611568,1.2626107,0.048945148,0.008733624,1.330284457,0.436046512,0.053586498,0.016877637,0.257142857,0.943150979,0.037552743,0.000422,0.789278,1.160702941,0.144736842,0.381818182,0.069620253,0.766582638,1.25072487,0.041772152,0.064135021,0.067961165,0.275862069,0.248908297,0.10464135,0.363166014,0.854065607,0.045147679,0.015189873,1.07568854,1.073668537,1.258135557,0.655219842,0.030567686,0.148471616,1.244112848,0.07257384,0.131221719,0.02016129,0.483582612,0.034482759,0.712041214,0.014345992,1.303573554,0.024894515,0.104651163,0.385993171,0.086919831,0.025316456,0.032067511,0.011814346,0.870922182,0.057142857,0.493582849,0.040322581,1.1518409,0.908076415,0.539827972,0.096624473,0,0.608402567635044,0,0.391597432364955,0,0,0,0,0,0,0
"19","Rodent",-9999,1.725891454,0.607142857,1.170791747,-9999,-9999,0.160305344,0.4,0.25,1.117962357,1.107596691,-9999,0.985400936,0.057034221,1.373625842,0.565217391,0.162162162,0.94957671,0.956600322,0.58490566,1.170791747,0.433333333,1.337936658,0.160305344,1.09795125,1.03566208,1.111430668,0.464285714,0.202380952,1.170791747,1.768217365,0.545717899,0.882092836,0.189189189,0.981105549,0.898951275,0.850456515,0.351851852,1.233992754,1.320998027,0.593843692,0.862945727,1.171577165,0.057034221,0.099236641,1.319297927,0.243243243,0.058935361,0.021863118,0.05,0.958092542,0.02661597,0.0019,1.061327225,1.13650457,0.259259259,0.214285714,0.053231939,1.169622506,0.98131282,0.037072243,0.051330798,0.425,0.5,0.167938931,0.079847909,0.657724881,0.780958583,0.058935361,0.018060837,1.169622506,0.797284016,1.041573249,1.114240658,0.20610687,0.20610687,1.197853983,0.070342205,0.459459459,0.142857143,0.282581677,0.233333333,0.323155276,0.024714829,1.144688202,0.064638783,0.283783784,0.607340139,0.038022814,0.050380228,0.043726236,0.02661597,1.216125915,0.033333333,0.553392248,0.178571429,1.191230629,0.862715797,0.767339611,0.124524715,0,0,0,0,0,0,0,0,0,0.793502430303369,0.206497569696631
"20","Carnivore",0.551782063,1.485118502,0.486842105,-9999,-0.01441677,-9999,0.275862069,0.205714286,0.153061224,1.125582753,1.152355005,-9999,1.190212552,0.068762279,1.010975755,0.24,0.256830601,-9999,0.864765851,0.29,0.690584153,0.051428571,1.201543816,0.107279693,1.126443701,0.955884048,1.043676691,0.248407643,0.280612245,0.690584153,1.374494013,0.814979845,1.126317133,0.158590308,1.009277485,0.937064556,0.922584794,0.357894737,0.931844982,0.764704295,1.327135508,0.746754501,1.019745898,0.03654224,0.126436782,1.199547369,0.360655738,0.041257367,0.027897839,0.211428571,1.126907523,0.029862475,0.001571709,1.002435675,0.965581423,0.326315789,0.299363057,0.061689587,0.984149281,0.811403793,0.034577603,0.074656189,0.169230769,0.35483871,0.172413793,0.077013752,1.051511771,1.078334403,0.031041257,0.017681729,1.006182474,1.042490591,0.998892563,1.155940812,0.091954023,0.22605364,0.914083176,0.071905697,0.193832599,0.12755102,0.732918512,0.204301075,0.792425773,0.030255403,0.863773241,0.026719057,0.103825137,0.628177474,0.076620825,0.039292731,0.039292731,0.021611002,1.148553121,0.12,0.641847044,0.071428571,0.818837936,1.039357208,0.812433264,0.102554028,0.512786028258053,0,0,0.243943210354954,0,0,0,0.243270761386992,0,0,0
"21","Artiodactyl",-9999,1.805588025,0.317773788,0.172906558,-9999,-9999,0.331536388,0.090692124,0.19201726,1.032123419,1.365019563,-9999,0.885049499,0.032546217,1.319725296,0.63002681,0.020481928,-0.459678709,0.886926551,0.656192237,0.197052423,0.367541766,1.348483075,0.049415993,0.830715604,1.260729295,0.802824964,0.34947644,0.346278317,0.197052423,2.301046817,0.799953855,1.035564271,0.035955056,0.775384642,1.328338251,1.107773822,0.57957958,1.096147234,0.771986876,1.467135204,1.415892768,0.848114682,0.050955414,0.185983827,1.424134683,0.218072289,0.054062451,0.016855678,0.331742243,0.911753522,0.043265496,0.000621,0.890733984,0.845010226,0.186936937,0.505235602,0.059344415,1.076010556,0.719214336,0.056858785,0.103464347,0.356979405,0.625,0.292003594,0.072005593,0.882666804,1.228592991,0.056781109,0.013593289,0.551930121,1.417230631,1.169289188,1.29059071,0.07277628,0.068283917,0.868758938,0.064471027,0.314606742,0.080906149,0.370228565,0.25152439,0.485823239,0.033089949,0.696559438,0.060043499,0.089156627,0.460077242,0.033944384,0.042022681,0.028973124,0.021516234,1.097716911,0.050119332,0.484854273,0.277238403,0.69647718,0.812963485,0.574820891,0.086453317,0.259069153024614,0,0,0,0,0,0,0.190491947649954,0.36758111625556,0,0.182857783069872
"22","Carnivore",0.093398499,1.801743888,0.521126761,-9999,-9999,-9999,0.179104478,0.333333333,0.234285714,1.111852417,1.224806099,-9999,1.212019161,0.05426045,1.036016279,0.465346535,0.218274112,-9999,0.888459416,0.446043165,0.649597979,0.22962963,1.269462216,0.208955224,0.971862238,0.914909366,0.904217993,0.351724138,0.182857143,0.649597979,2.022994616,0.596909933,1.196087935,0.131979695,0.974405204,1.019794729,0.940855519,0.256410256,1.020310563,0.638107138,0.856902024,0.830543651,1.120745002,0.04340836,0.089552239,1.32173197,0.324873096,0.057877814,0.018086817,0.088888889,1.194469627,0.028536977,0.00121,1.065055985,1.022935127,0.358974359,0.248275862,0.058279743,1.164748798,1.086301438,0.042202572,0.078376206,0.403726708,0.342592593,0.208955224,0.070337621,0.624923445,0.907138394,0.042604502,0.014871383,0.911542537,1.000756038,1.068056876,1.081562604,0.129353234,0.184079602,1.01863442,0.079180064,0.258883249,0.091428571,0.371797909,0.287037037,0.518659993,0.010450161,1.19141872,0.055466238,0.14213198,0.539530904,0.064710611,0.055868167,0.040594855,0.023713826,1.257908988,0.037037037,0.532980521,0.12,0.988065985,0.941195062,0.733893946,0.080787781,0.247773978464359,0.264186251725856,0,0,0,0,0,0.249242144739895,0,0.23879762506989,0
"23","Carnivore",-9999,1.538967216,0.4453125,0.322988886,0.678815725,-9999,0.23989899,0.267857143,0.232758621,1.000826611,1.019874535,-9999,1.252501145,0.062135922,1.26814188,0.495327103,0.367924528,-9999,0.92687926,0.382075472,0.837272959,0.46875,1.11466542,0.154040404,0.940804468,0.869765561,1.022112133,0.292553191,0.316091954,0.837272959,1.294474412,0.647129325,1.134084666,0.060606061,1.071893592,0.760955729,0.813863456,0.280542986,1.230571193,1.251557651,0.747882496,0.511439256,1.151399582,0.06074896,0.111111111,1.133702784,0.155660377,0.05852982,0.023578363,0.040178571,1.172241366,0.035506241,0.00139,1.188740123,1.323314476,0.28959276,0.271276596,0.052149792,1.312201299,1.246407208,0.043550624,0.061303745,0.209302326,0.251141553,0.146464646,0.096532594,0.501619155,0.652201117,0.040499307,0.016366158,1.226791747,0.695418773,0.964733586,0.934639886,0.148989899,0.199494949,1.066984812,0.058807212,0.339393939,0.091954023,0.346377167,0.342465753,0.44427869,0.018030513,1.380176971,0.053814147,0.344339623,0.781685095,0.047711512,0.058807212,0.029680999,0.025242718,1.095700602,0.116071429,0.637428543,0.106321839,1.306885686,0.974456367,0.877318206,0.109847434,0,0.64162389287195,0,0,0,0,0,0,0,0,0.35837610712805
"24","Carnivore",-9999,1.53720659,0.496124031,0.127833372,1.039669753,-9999,0.242966752,0.283783784,0.217142857,0.961777983,1.004963657,-9999,1.137788959,0.061581137,1.28877855,0.509259259,0.320754717,-9999,0.893469843,0.423076923,0.836810787,0.459459459,1.114746277,0.140664962,0.843341215,0.878647199,1.033707795,0.295081967,0.314285714,0.836810787,1.305955837,0.659008994,1.106554329,0.095238095,1.079597891,0.758499876,0.817797814,0.248888889,1.267089167,1.336800067,0.759218708,0.537321453,1.115113243,0.062413315,0.10230179,1.144618473,0.150943396,0.059084605,0.023855756,0.045045045,1.116577027,0.035783634,0.00139,1.196372303,1.335061832,0.293333333,0.267759563,0.050762829,1.317884085,1.321315896,0.044382802,0.062413315,0.261904762,0.262222222,0.132992327,0.097087379,0.483805462,0.670516869,0.039667129,0.016366158,1.251989881,0.732593153,0.944973652,0.934251249,0.166240409,0.21483376,1.037728896,0.058807212,0.291666667,0.1,0.342233298,0.328888889,0.456522123,0.018307906,1.372310493,0.053536755,0.382075472,0.78874388,0.046601942,0.057697642,0.029958391,0.025242718,1.080501385,0.112612613,0.650579884,0.102857143,1.327578348,0.980385296,0.894900885,0.108460472,0,0.637039192859915,0,0,0,0,0,0,0,0,0.362960807140085
"25","Carnivore",-0.623163523,1.849886431,0.388443018,-9999,0.638037381,-9999,0.20855615,0.134328358,0.230098146,1.003400837,1.292928999,-9999,0.710908232,0.030130415,1.387061262,0.651629073,0.023668639,-0.311595231,0.874749738,0.728486647,0.157321783,0.485074627,1.332958978,0.104278075,0.764303609,1.177262941,0.76916539,0.390761548,0.312977099,0.157321783,2.528871506,0.748974048,0.927349165,0.026837806,0.758485751,1.313624606,1.058049887,0.479012346,1.191133851,0.954893068,1.316225309,1.232673138,0.871673657,0.059136561,0.153297683,1.472037551,0.133727811,0.055164143,0.017838405,0.236318408,0.813990623,0.046694648,0.00075,0.921540867,0.949776355,0.175308642,0.461922597,0.060035977,1.189412862,0.856510146,0.055239095,0.091065807,0.394495413,0.655259823,0.385026738,0.068730325,0.757713446,1.132742095,0.058162195,0.011542497,0.621632116,1.317153526,1.123004105,1.204334345,0.081105169,0.067736185,0.944804872,0.063333833,0.310385064,0.105779716,0.264716779,0.181242079,0.375198486,0.031029831,0.835473458,0.066931495,0.192899408,0.52760422,0.032678759,0.050517164,0.029905561,0.02278519,1.102359003,0.042288557,0.484562183,0.27044711,0.853893236,0.846811841,0.480079885,0.084095338,0,0.24082624949931,0,0,0,0,0,0.189903311228804,0.379826093729138,0,0.189444345542748
"26","Rodent",-0.040851125,1.775606705,0.509803922,-0.468861425,-9999,2.952590006,0.217721519,0.418300654,0.334394904,1.055863714,1.0444571,-9999,1.088711053,0.045239503,1.169461893,0.459016393,0.272189349,0.382819945,0.978346585,0.463302752,0.49960376,0.450980392,1.411670547,0.162025316,0.911936949,0.955095958,1.073319587,0.502824859,0.187898089,0.49960376,1.804274939,0.582284474,1.003987534,0.049295775,1.174329497,0.946760361,0.933336613,0.292237443,1.126187684,0.9928892,0.761674778,0.84812499,1.068330601,0.060319338,0.162025316,1.342381528,0.147928994,0.053814311,0.025724423,0.052287582,1.043483594,0.030159669,0.00118,1.138147744,1.130962467,0.319634703,0.237288136,0.052335896,0.974679951,1.116265965,0.04494382,0.064754583,0.432835821,0.406862745,0.156962025,0.092844471,0.651059037,0.814099545,0.047900651,0.011827321,1.077277841,0.845328831,0.998004367,1.250650183,0.136708861,0.164556962,0.939023799,0.049970432,0.394366197,0.159235669,0.159927076,0.25,0.256854937,0.025133057,1.300616497,0.067120047,0.230769231,0.720724521,0.039621526,0.0644589,0.036073329,0.027794205,1.200113023,0.032679739,0.537558978,0.181528662,1.175390058,0.917940193,0.869417458,0.116794796,0,0,0,0,0,0,0,0,0,1,0
"27","Rodent",-9999,1.591402873,0.409090909,-0.464946018,-9999,-9999,0.261613692,0.461038961,0.307167235,1.093225399,1.096144295,-9999,1.120358033,0.04516129,1.254811134,0.666666667,0.214689266,-0.271417216,1.034268102,0.486238532,0.503146184,0.415584416,1.361982165,0.095354523,0.923401143,0.977300179,1.095743035,0.467836257,0.245733788,0.503146184,1.754834616,0.625156758,1.047900666,0.030075188,1.072169393,0.931958287,0.886168236,0.3632287,1.163265465,1.131101384,0.84062193,0.825779498,1.072479423,0.058357771,0.190709046,1.355406625,0.214689266,0.052785924,0.024340176,0.032467532,1.063117209,0.032258065,0.00117,1.067671873,1.107007153,0.31838565,0.32748538,0.050146628,0.970378631,1.051618584,0.044868035,0.065395894,0.430656934,0.467336683,0.136919315,0.085923754,0.817778702,0.907515047,0.052785924,0.011730205,1.07089594,0.90356036,1.050438921,1.286102218,0.149144254,0.166259169,0.957265985,0.051906158,0.45112782,0.126279863,0.179992104,0.27638191,0.242484179,0.026392962,1.061325517,0.069794721,0.220338983,0.76353433,0.040175953,0.063929619,0.036070381,0.027859238,1.228941844,0.038961039,0.556094265,0.208191126,1.058894175,0.90275745,0.743427473,0.119941349,0,0,0,0,0,0,0,0,0,1,0
"28","Carnivore",-0.398820565,2.030415006,0.747368421,-9999,-9999,-9999,0.091743119,0.030612245,0.102222222,0.874944319,1.510957189,-9999,1.045135471,0.039484287,1.130768806,0.533333333,0.09202454,-9999,1.033507462,0.474747475,0.57695723,0.132653061,1.104645021,0.5,0.837886709,1.047855642,0.946759056,0.102564103,0.324444444,0.57695723,2.442867298,0.420930256,0.961994497,0.086956522,0.744418655,1.084393633,0.926029698,0.198675497,1.212516698,0.660341349,0.422406538,0.600458096,1.24277946,0.04995971,0,1.523916741,0.300613497,0.047542305,0.028605963,0.275510204,1.007293838,0.038275584,0.000403,0.792904552,1.223695214,0.344370861,0.271794872,0.078565673,0.894612285,1.40572666,0.0455278,0.060838034,0.238341969,0.209677419,0.220183486,0.090652699,0.392570667,0.773569152,0.040290089,0.017727639,1.092368685,0.92931274,1.265986665,0.755563641,0.027522936,0.160550459,1.165564019,0.065672844,0.115942029,0.022222222,0.409821146,0.040322581,0.627322248,0.014504432,1.382866613,0.036663981,0.245398773,0.566408767,0.077759871,0.039887188,0.03626108,0.015713135,0.930240372,0.030612245,0.456608286,0.026666667,1.13744837,0.863039393,0.55554303,0.087832393,0,0.405615520666764,0,0.594384479333236,0,0,0,0,0,0,0
"29","Pterobat",0.442510985,1.568870382,0.581632653,0.920448742,-9999,-9999,0.182072829,0.435,0.283536585,1.051772698,0.981157342,-9999,1.286110955,0.053604932,1.351380422,0.480314961,0.260869565,0.143151915,1.059751127,0.43083004,0.45873283,0.415,1.42116456,0.131652661,0.745346284,0.849325962,1.073177766,0.568306011,0.18597561,0.45873283,1.965260654,0.576500108,0.876887231,0.034482759,1.128976347,0.829082431,0.780261633,0.348547718,1.317343898,1.06634684,0.691410779,0.579492664,1.044092085,0.057357277,0.128851541,1.376684645,0.213438735,0.047440365,0.025998392,0.025,0.998733322,0.026266417,0.00107,1.164546962,1.090753887,0.331950207,0.267759563,0.049048512,1.131983926,1.382531077,0.042883945,0.064593943,0.474820144,0.41588785,0.156862745,0.087912088,0.860548425,1.082364714,0.037523452,0.019297775,1.043200873,1.158874337,1.002993849,1.365485551,0.170868347,0.229691877,0.992009287,0.067810239,0.461206897,0.25,0.17098146,0.308411215,0.197287214,0.027874564,1.166719743,0.065934066,0.359683794,0.812505322,0.037255427,0.067810239,0.034039132,0.028410614,1.262543924,0.06,0.548964676,0.170731707,1.099030532,0.941418733,0.675949524,0.095684803,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909
"30","Insect",-9999,1.337851131,0.265536723,-9999,2.668177424,-9999,0.159638554,0.232758621,0.345588235,1.067942843,1.003127629,-9999,1.372273047,0.033304622,1.102382756,0.728070175,0.17218543,0.157948795,1.018586869,0.664974619,0.524800572,0.629310345,1.295933797,0.021084337,0.917230679,0.964771985,0.791254439,0.603092784,0.238970588,0.524800572,1.825488224,0.837349072,1.112966427,0.035714286,0.857031336,0.975448096,0.894417549,0.486187845,0.986265258,1.046649927,1.142867658,0.937807411,1.129226684,0.088716624,0.46686747,1.200630134,0.105960265,0.064025266,0.012345679,0.068965517,1.094324985,0.05081826,0.000861,1.012486755,1.050201161,0.127071823,0.298969072,0.05569911,1.179921526,0.872208273,0.058283089,0.051966695,0.559139785,0.404530744,0.114457831,0.078093597,0.624739692,0.940091679,0.066896354,0.00717772,0.733569633,1.101930765,1.00713583,1.35775634,0.177710843,0.060240964,1.096248269,0.043353431,0.473214286,0.113970588,0.215461323,0.446601942,0.320205899,0.021533161,1.102382756,0.092161929,0.264900662,0.763553824,0.02670112,0.056560436,0.032730405,0.031294861,1.15708683,0.017241379,0.694364699,0.231617647,1.036491729,0.997881313,0.661680821,0.095320126,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909
